,match_id,start_time
501,2886032793,1483250892
502,2886231602,1483257669
503,2886397114,1483262972
504,2886560809,1483268301
505,2886701914,1483272470
506,2888290709,1483334738
507,2888351368,1483336956
508,2888569966,1483344033
509,2888663060,1483346826
510,2888860130,1483352759
511,2888927298,1483354744
512,2889067403,1483358631
513,2889173079,1483361364
514,2889611758,1483372870
515,2889713298,1483376024
516,2889826686,1483379830
517,2889933497,1483383788
518,2890039153,1483387992
519,2890243156,1483398236
520,2890309793,1483402694
521,2890381721,1483407494
522,2890422560,1483410528
523,2890487791,1483414656
524,2890588310,1483419900
525,2890672917,1483423798
526,2890835722,1483430460
527,2890923009,1483433645
528,2891146128,1483441160
529,2891245960,1483444137
530,2891693725,1483455973
531,2891812312,1483459455
532,2891913151,1483462683
533,2892423126,1483485383
534,2892451836,1483487559
535,2892749771,1483506457
536,2892793694,1483508598
537,2892880643,1483512599
538,2893059769,1483519668
539,2893170323,1483523550
540,2893297350,1483527694
541,2893416032,1483531183
542,2893856803,1483542755
543,2893954977,1483545612
544,2893967451,1483545996
545,2894107017,1483550530
546,2894201470,1483553899
547,2894216727,1483554466
548,2894448084,1483564197
549,2894520995,1483568048
550,2894612063,1483573975
551,2894641729,1483576148
552,2894723807,1483581847
553,2894768806,1483584621
554,2895186890,1483604335
555,2895263790,1483607101
556,2895480406,1483614233
557,2895626038,1483618551
558,2895808016,1483623245
559,2895868169,1483624774
560,2896017944,1483628674
561,2896032732,1483629074
562,2896176937,1483633243
563,2896265083,1483636062
564,2896268274,1483636167
565,2896442533,1483642394
566,2896477872,1483643764
567,2896502847,1483644752
568,2896540051,1483646274
569,2896644819,1483650889
570,2896699647,1483653671
571,2896713980,1483654455
572,2896749779,1483656558
573,2896794259,1483659436
574,2896908225,1483668437
575,2896981595,1483673031
576,2897064589,1483677730
577,2897074199,1483678249
578,2897155244,1483682366
579,2897190211,1483683976
580,2897294037,1483688368
581,2897415426,1483692961
582,2897508853,1483696241
583,2897669822,1483701484
584,2897839994,1483706228
585,2898057696,1483711679
586,2898675647,1483729178
587,2898766072,1483732512
588,2898833619,1483735216
589,2899199807,1483756296
590,2899277641,1483760678
591,2899438605,1483767865
592,2899561092,1483772356
593,2899672816,1483776062
594,2899820233,1483780777
595,2899868494,1483782306
596,2899927363,1483784194
597,2900041187,1483787700
598,2900147069,1483790694
599,2900244171,1483793175
600,2900356096,1483795959
601,2900410744,1483797273
602,2900556224,1483800823
603,2900691886,1483804144
604,2900744228,1483805482
605,2900805287,1483807096
606,2900835880,1483807936
607,2901935479,1483855755
608,2902067614,1483860245
609,2902199713,1483864495
610,2902215999,1483864990
611,2902354549,1483869470
612,2902480830,1483873306
613,2902596048,1483876648
614,2902639704,1483877812
615,2902847580,1483883276
616,2902878903,1483884106
617,2903034738,1483888304
618,2903048009,1483888670
619,2903156692,1483891929
620,2903280374,1483896021
621,2903383773,1483899675
622,2903478082,1483903408
623,2903710187,1483914816
624,2903754771,1483917768
625,2903914296,1483928836
626,2903953255,1483931210
627,2905744939,1483996153
628,2905798284,1483999194
629,2905876874,1484005100
630,2905914536,1484008379
631,2906400743,1484035889
632,2906469762,1484038591
633,2906623518,1484044240
634,2906720862,1484047483
635,2906920048,1484053243
636,2907101323,1484058110
637,2907758118,1484082574
638,2907798184,1484084910
639,2907884628,1484091092
640,2907926541,1484094423
641,2908003735,1484100068
642,2908042419,1484102941
643,2908415572,1484122018
644,2908482431,1484124577
645,2908661095,1484131119
646,2908789809,1484135343
647,2909081193,1484143465
648,2909257353,1484148496
649,2909768163,1484169089
650,2909811099,1484171725
651,2909901417,1484178494
652,2909956343,1484183153
653,2909989452,1484186370
654,2910035838,1484189837
655,2910096676,1484193837
656,2910100313,1484194067
657,2910114333,1484194926
658,2910115670,1484195003
659,2910119617,1484195243
660,2910123291,1484195465
661,2910148051,1484196892
662,2910162062,1484197679
663,2910184385,1484198898
664,2910185168,1484198938
665,2910188355,1484199107
666,2910192911,1484199351
667,2910202779,1484199882
668,2910209372,1484200228
669,2910215771,1484200560
670,2910223945,1484200985
671,2910227148,1484201146
672,2910258430,1484202720
673,2910265938,1484203085
674,2910282238,1484203874
675,2910282408,1484203881
676,2910290749,1484204286
677,2910305373,1484204978
678,2910325070,1484205893
679,2910333591,1484206281
680,2910348933,1484206974
681,2910349739,1484207008
682,2910354289,1484207210
683,2910357991,1484207372
684,2910381923,1484208423
685,2910406242,1484209445
686,2910414721,1484209793
687,2910423797,1484210167
688,2910434800,1484210608
689,2910435170,1484210622
690,2910439663,1484210806
691,2910475792,1484212265
692,2910519445,1484213998
693,2910522426,1484214114
694,2910525152,1484214227
695,2910527171,1484214309
696,2910530600,1484214444
697,2910532283,1484214511
698,2910587860,1484216675
699,2910607643,1484217425
700,2910609309,1484217484
701,2910610456,1484217526
702,2910611619,1484217569
703,2910619084,1484217838
704,2910669208,1484219631
705,2910719191,1484221300
706,2910720022,1484221327
707,2910722089,1484221394
708,2910728386,1484221590
709,2910728902,1484221606
710,2910730833,1484221666
711,2910744374,1484222092
712,2910779749,1484223182
713,2910809110,1484224050
714,2910829515,1484224642
715,2910830402,1484224666
716,2910844157,1484225057
717,2910854001,1484225334
718,2910897119,1484226548
719,2910914478,1484227023
720,2911119335,1484232748
721,2911150487,1484233665
722,2911258370,1484237039
723,2911498253,1484245864
724,2911574684,1484249379
725,2911707251,1484256697
726,2911760634,1484260218
727,2911827780,1484266095
728,2911861881,1484269007
729,2911917103,1484273206
730,2911922683,1484273589
731,2911933046,1484274286
732,2911941849,1484274883
733,2911969546,1484276697
734,2911977377,1484277203
735,2911981140,1484277438
736,2911984690,1484277663
737,2911988779,1484277922
738,2911989406,1484277962
739,2911990259,1484278017
740,2911996278,1484278397
741,2911996447,1484278407
742,2912003522,1484278856
743,2912021927,1484280004
744,2912027206,1484280336
745,2912031737,1484280608
746,2912033375,1484280708
747,2912046467,1484281477
748,2912047092,1484281510
749,2912047290,1484281521
750,2912048548,1484281594
751,2912063955,1484282469
752,2912098111,1484284359
753,2912098914,1484284403
754,2912102698,1484284607
755,2912106255,1484284793
756,2912107760,1484284872
757,2912108909,1484284933
758,2912112397,1484285114
759,2912149982,1484287028
760,2912152161,1484287134
761,2912152621,1484287157
762,2912153276,1484287188
763,2912158456,1484287434
764,2912164957,1484287746
765,2912185649,1484288723
766,2912193279,1484289081
767,2912195755,1484289199
768,2912227197,1484290616
769,2912240952,1484291235
770,2912250384,1484291634
771,2912256312,1484291889
772,2912256974,1484291916
773,2912270372,1484292493
774,2912287226,1484293206
775,2912296143,1484293585
776,2912302758,1484293856
777,2912329437,1484294941
778,2912334022,1484295124
779,2912344560,1484295548
780,2912351690,1484295833
781,2912357375,1484296063
782,2912360760,1484296195
783,2912361376,1484296221
784,2912364435,1484296341
785,2912369382,1484296537
786,2912377707,1484296861
787,2912396332,1484297592
788,2912406008,1484297970
789,2912420106,1484298527
790,2912426934,1484298794
791,2912430086,1484298920
792,2912433371,1484299045
793,2912434430,1484299087
794,2912437069,1484299185
795,2912443486,1484299438
796,2912445452,1484299516
797,2912445782,1484299529
798,2912457483,1484299972
799,2912491567,1484301303
800,2912506915,1484301888
801,2912518400,1484302328
802,2912519913,1484302386
803,2912523653,1484302535
804,2912526011,1484302623
805,2912531151,1484302811
806,2912545257,1484303328
807,2912548426,1484303445
808,2912562556,1484303970
809,2912585848,1484304822
810,2912615764,1484305881
811,2912617942,1484305956
812,2912626306,1484306250
813,2912629111,1484306346
814,2912641757,1484306778
815,2912660033,1484307388
816,2912663543,1484307501
817,2912669765,1484307693
818,2912673536,1484307806
819,2912699756,1484308618
820,2912725461,1484309399
821,2912739269,1484309820
822,2912746911,1484310046
823,2912747881,1484310076
824,2912905770,1484314339
825,2913055420,1484318181
826,2913524282,1484332325
827,2913621191,1484336138
828,2913893782,1484350513
829,2913943596,1484354000
830,2913969022,1484355805
831,2913972887,1484356061
832,2914013128,1484359269
833,2914020082,1484359737
834,2914026555,1484360148
835,2914071026,1484362667
836,2914075694,1484362917
837,2914076265,1484362949
838,2914078882,1484363090
839,2914080941,1484363194
840,2914084660,1484363388
841,2914088579,1484363580
842,2914098996,1484364143
843,2914108391,1484364651
844,2914131399,1484365814
845,2914143420,1484366412
846,2914143725,1484366426
847,2914157509,1484367110
848,2914160663,1484367261
849,2914169535,1484367703
850,2914170458,1484367747
851,2914193701,1484368832
852,2914193840,1484368837
853,2914221481,1484370073
854,2914233884,1484370617
855,2914236376,1484370722
856,2914272035,1484372160
857,2914278717,1484372427
858,2914286798,1484372747
859,2914306895,1484373527
860,2914321292,1484374073
861,2914322816,1484374128
862,2914336528,1484374635
863,2914340431,1484374781
864,2914344517,1484374932
865,2914346387,1484375002
866,2914388148,1484376512
867,2914391799,1484376642
868,2914404217,1484377084
869,2914420952,1484377661
870,2914446271,1484378531
871,2914454017,1484378789
872,2914455460,1484378840
873,2914475405,1484379521
874,2914541014,1484381678
875,2914549179,1484381939
876,2914550827,1484381992
877,2914586394,1484383146
878,2914598448,1484383536
879,2914605091,1484383753
880,2914640664,1484384916
881,2914672760,1484385952
882,2914725479,1484387687
883,2914727353,1484387750
884,2914758496,1484388770
885,2914766868,1484389036
886,2914810665,1484390425
887,2914820980,1484390749
888,2914830879,1484391057
889,2914862113,1484392023
890,2914923145,1484393802
891,2914925862,1484393878
892,2915053760,1484397302
893,2915139767,1484399458
894,2915244353,1484401990
895,2915257455,1484402303
896,2915320915,1484403839
897,2915426896,1484406422
898,2915571417,1484410125
899,2915857378,1484418608
900,2915966677,1484422460
901,2916054136,1484425857
902,2916107006,1484428121
903,2916170283,1484431113
904,2916300051,1484438769
