,radiant_P1_eloShift_7day_ago,radiant_P2_eloShift_7day_ago,radiant_P3_eloShift_7day_ago,radiant_P4_eloShift_7day_ago,radiant_P5_eloShift_7day_ago,dire_P1_eloShift_7day_ago,dire_P2_eloShift_7day_ago,dire_P3_eloShift_7day_ago,dire_P4_eloShift_7day_ago,dire_P5_eloShift_7day_ago,match_id
0,28.724021298706486,23.95633712662629,20.657325734423374,25.34525009686222,28.880562839853315,15.919459522201544,21.187962599878244,17.172000021058164,15.919459522201544,17.172000021058164,3760408738
1,15.919459522201544,21.187962599878244,17.172000021058164,15.919459522201544,17.172000021058164,28.724021298706486,25.34525009686222,20.657325734423374,23.95633712662629,28.880562839853315,3760517861
2,3.1457481795833493,18.365406505544883,5.426701107400746,4.670164174876573,15.546249018814668,24.1227358210335,20.967541476154363,16.59046366244507,21.923796995778403,19.046924255574968,3760649937
3,17.56268966884412,17.56268966884412,17.56268966884412,17.56268966884412,17.56268966884412,-17.56268966884412,-17.56268966884412,-17.56268966884412,-17.56268966884412,-17.56268966884412,3760977296
4,-17.56268966884412,-17.56268966884412,-17.56268966884412,-17.56268966884412,-17.56268966884412,17.56268966884412,17.56268966884412,17.56268966884412,17.56268966884412,17.56268966884412,3761035234
5,-17.56268966884412,-17.56268966884412,-17.56268966884412,-17.56268966884412,-17.56268966884412,17.56268966884412,17.56268966884412,17.56268966884412,17.56268966884412,17.56268966884412,3761093569
6,1.2771207503192628,11.943787416985929,11.943787416985929,0.0,17.277120750319263,-3.770643664489216,-3.770643664489216,1.5626896688441176,-3.770643664489216,-3.770643664489216,3763027660
7,11.943787416985929,11.943787416985929,1.2771207503192628,17.277120750319263,0.0,-3.770643664489216,-3.770643664489216,-3.770643664489216,1.5626896688441176,-3.770643664489216,3763089954
8,-10.505052102852256,-10.50505210285226,-4.858987813261612,-15.21010567751113,-10.505052102852257,-11.710499481858172,-11.710499481858172,-11.710499481858172,-11.710499481858172,-11.710499481858172,3763492629
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3763575506
10,-20.765763446949332,-26.099096780282665,-20.765763446949332,-20.765763446949332,-26.099096780282665,0.0,0.0,0.0,0.0,0.0,3763711443
11,29.376743234883413,17.040110399660104,17.756572050940356,20.692758997221212,26.93151627600315,0.0,0.0,0.0,0.0,0.0,3763798613
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3763905209
13,-10.63999819111615,-17.381880503130187,-12.792595727809427,-5.720695582081354,-10.43449364014752,0.0,0.0,0.0,0.0,0.0,3764049023
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3764167820
15,36.0102573043313,39.05512435455239,39.05512435455239,36.0102573043313,36.0102573043313,-30.246175069717232,-30.246175069717232,-30.246175069717232,-30.246175069717232,-30.246175069717232,3764298763
16,51.06725064918952,51.06725064918952,51.06725064918952,0.0,51.06725064918952,52.949164282314506,52.949164282314506,52.949164282314506,52.949164282314506,52.949164282314506,3765204718
17,-25.297593753718537,-25.297593753718537,-25.297593753718537,-25.297593753718537,-25.297593753718537,-51.06725064918952,-51.06725064918952,-51.06725064918952,-51.06725064918952,-51.06725064918952,3765289061
18,30.518593361702646,30.518593361702646,0.0,30.518593361702646,30.518593361702646,-0.4168019771854512,5.630555130243354,-0.4168019771854512,4.2025075820524105,-0.4168019771854512,3765370823
19,0.0,19.687574238972143,0.0,19.687574238972143,19.687574238972143,25.297593753718537,25.297593753718537,25.297593753718537,25.297593753718537,25.297593753718537,3765492612
20,8.592650099023876,8.592650099023876,8.592650099023876,8.592650099023876,8.592650099023876,30.206391058026565,31.0390747841162,39.05512435455239,29.651268573966806,30.206391058026565,3765600224
21,-2.646787851732748,-2.646787851732748,-1.1248296773529443,8.403608220030879,18.52031889467128,-10.859327673223882,-10.859327673223882,-10.859327673223882,-10.859327673223882,-10.859327673223882,3765708885
22,-8.592650099023876,-8.592650099023876,-8.592650099023876,-8.592650099023876,-8.592650099023876,-25.595125270335313,-25.595125270335313,-26.268170377916235,-25.59512527033531,-28.410367512290833,3765833999
23,0.8730062677744552,0.8730062677744552,0.8730062677744552,0.8730062677744552,0.8730062677744552,-26.138826874060705,-26.106279512870934,-15.849746604951306,-24.376407577798034,-22.9566663470579,3765946065
24,-22.55265145454862,-52.949164282314506,-22.55265145454862,-22.55265145454862,-22.55265145454862,11.052657951750643,11.052657951750643,-8.592650099023876,11.052657951750643,11.052657951750643,3766681094
25,0.902784493266612,0.902784493266612,0.902784493266612,0.902784493266612,0.902784493266612,0.8730062677744552,0.8730062677744552,0.8730062677744552,0.8730062677744552,0.8730062677744552,3766752458
26,-10.105461098222229,-10.105461098222229,-10.105461098222229,-10.105461098222229,-10.640473892767544,-26.138826874060705,-26.106279512870934,-15.849746604951306,-24.376407577798034,-22.9566663470579,3766823904
27,3.3832237012882516,3.3832237012882516,3.3832237012882516,3.3832237012882516,3.3832237012882516,-13.91384244407899,-13.91384244407899,-13.91384244407899,-13.91384244407899,-13.91384244407899,3766915400
28,-26.497183217365944,-24.783425509866266,-27.15412950283802,-26.44559872570029,-29.77401832062516,-41.565645902742276,-41.565645902742276,-41.565645902742276,-41.565645902742276,-41.565645902742276,3767025456
29,23.492024767185313,21.58979950307873,21.58979950307873,19.687574238972143,21.58979950307873,48.122000280258845,48.122000280258845,48.122000280258845,45.17674991132817,48.122000280258845,3767136890
30,33.75163115290796,33.75163115290796,36.98466894411328,33.75163115290796,33.75163115290796,35.99275749367521,29.705457373455317,29.129470448731986,28.6787075897192,32.494100827937885,3767287818
31,3.8862071854931663,3.8862071854931663,3.8862071854931663,3.8862071854931663,3.8862071854931663,-10.637686836448488,-10.637686836448488,-10.637686836448488,-10.637686836448488,-10.637686836448488,3767358224
32,-22.866931645712977,-22.866931645712977,-22.866931645712977,-22.866931645712977,-22.866931645712977,-17.45954271074725,-19.86603427312082,-9.22827849545973,-13.967907197721882,-14.913814289145005,3768183941
33,15.846519150519155,15.846519150519152,15.846519150519152,15.846519150519155,15.846519150519152,24.75324481671767,24.22264198248008,17.311625567322732,18.92864270595451,21.701133747080306,3768245969
